  1.0000000e+000  3.0000000e-004
  9.1090000e-001  1.3200000e-002
  8.3510000e-001  2.2400000e-002
  6.4880000e-001  4.9800000e-002
  5.9650000e-001  5.7500000e-002
  5.5930000e-001  6.2600000e-002
  5.0340000e-001  6.9600000e-002
  4.4770000e-001  7.5600000e-002
  3.9190000e-001  8.0400000e-002
  3.5200000e-001  8.3300000e-002
  3.0940000e-001  8.5800000e-002
  2.5040000e-001  8.8700000e-002
  1.9610000e-001  9.0500000e-002
  1.5300000e-001  9.0700000e-002
  9.9000000e-002  8.6600000e-002
  7.4000000e-002  8.1400000e-002
  4.9500000e-002  7.3000000e-002
  2.4900000e-002  5.8200000e-002
  1.4300000e-002  4.9900000e-002
  7.6000000e-003  4.1500000e-002
  5.0000000e-003  3.7200000e-002
  2.3000000e-003  3.0900000e-002
  0.0000000e+000  1.7700000e-002
  0.0000000e+000  1.7700000e-002
  2.2000000e-003  3.8000000e-003
  4.9000000e-003 -1.8000000e-003
  7.2000000e-003 -5.3000000e-003
  1.1900000e-002 -1.0600000e-002
  2.4300000e-002 -2.0400000e-002
  4.8600000e-002 -3.4200000e-002
  7.1600000e-002 -4.5700000e-002
  9.7900000e-002 -5.1600000e-002
  1.4880000e-001 -6.0700000e-002
  1.9530000e-001 -6.3200000e-002
  2.5010000e-001 -6.3200000e-002
  2.9450000e-001 -6.2600000e-002
  3.5790000e-001 -6.1000000e-002
  3.9650000e-001 -5.9500000e-002
  4.5430000e-001 -5.6300000e-002
  5.0500000e-001 -5.2700000e-002
  5.5560000e-001 -4.8200000e-002
  6.0630000e-001 -4.2700000e-002
  6.4850000e-001 -3.7500000e-002
  8.3170000e-001 -1.4900000e-002
  9.4100000e-001 -5.3000000e-003
  1.0000000e+000 -3.0000000e-004
